"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"ERA15WA324","ACC","91850","2015-08-14T10:55:00Z","Sakha Republic","","Russia","","RA-04339","FALSE","None","","Fatal","1","2","0","","","0","0","ROBINSON","R44","HELI","","","FALSE","","","UNK","NUSN","Destroyed","","Kolymskiy Express, LLC","N/A","FALSE","","",
"ERA15WA316","ACC","91797","2015-08-14T04:00:00Z","Limpio","","Paraguay","","ZPHAH","FALSE","None","","Fatal","1","2","0","","","-25.1625","-57.458057","ROBINSON","R44 - II","HELI","","","FALSE","","","OWRK","NUSN","Destroyed","IMC","Paraguayan National Police","N/A","FALSE","","",
"ERA15WA303","ACC","91736","2015-08-08T17:08:00Z","Istra","","Russia","","RA-67523, RA-04383","FALSE","None","","Fatal","9","0","0","","","0","0","CESSNA, ROBINSON","U206F, R44","AIR,HELI","","","FALSE,FALSE","1,1","","UNK,UNK","NUSN,NUSN","Destroyed,Destroyed","",",","N/A","FALSE","","",
"WPR15WA213","ACC","91562","2015-07-09T02:25:00Z","Zhejiang Province, P.R. China","","China","","B-7723","FALSE","None","","Fatal","2","1","1","","","0","0","BELL","407 - NO SERIES","HELI","","","FALSE","","","","","Substantial","","","N/A","FALSE","","",
"CEN15MA290","ACC","91489","2015-07-03T13:39:00Z","Frisco","Colorado","United States","AAR1701","N390LG","TRUE","Report","2017-05-09T04:00:00Z","Fatal","1","2","0","Airbus Helicopters' dual-hydraulic AS350 B3e helicopter's (1) preflight hydraulic check, which depleted hydraulic pressure in the tail rotor hydraulic circuit, and (2) lack of salient alerting to the pilot that hydraulic pressure was not restored before takeoff. Such alerting might have cued the pilot to his failure to reset the yaw servo hydraulic switch to its correct position during the preflight hydraulic check, which resulted in a lack of hydraulic boost to the pedal controls, high pedal forces, and a subsequent loss of control after takeoff. Contributing to the accident was the pilot's failure to perform a hover check after liftoff, which would have alerted him to the pedal control anomaly at an altitude that could have allowed him to safely land the helicopter. Contributing to the severity of the injuries was the helicopter's fuel system, which was not crash resistant and facilitated a fuel-fed postcrash fire.","","39.568611","-106.079444","AIRBUS HELICOPTERS INC","AS350B3E","HELI","91CO","SUMMIT MEDICAL CENTER","FALSE","1","NSCH","","135","Destroyed","VMC","AIR METHODS CORP","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91489","8/17/2016 5:25:00 PM",
"WPR15FA205","ACC","91482","2015-07-01T22:15:00Z","Newberg","Oregon","United States","","N2096W","FALSE","DirectorBrief","2016-10-04T04:00:00Z","Fatal","2","0","0","The loss of translation/rotational power between the engine and the transmission due to the severe wear of the forward spline portion of the lower coupling drive shaft. The reason for the severe wear of the forward spline could not be definitively determined due to fire damage and the loss of associated components, which were not located during the investigation.","","45.329166","-123.069725","SCHWEIZER","269C","HELI","17S","Chehalem Airpark","FALSE","1","","INST","091","Destroyed","VMC","Precision Aviation Training, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91482","9/22/2016 2:59:00 PM",
"WPR15FA204","ACC","91480","2015-07-01T10:00:00Z","Asotin","Washington","United States","","N9490F","FALSE","DirectorBrief","2016-07-12T04:00:00Z","Fatal","2","0","0","The pilot's failure to maintain adequate clearance from power lines while maneuvering in a canyon.","","46.2425","-117.081108","HUGHES","269C","HELI","","","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91480","6/24/2016 5:59:00 PM",
"ERA15WA255","ACC","91448","2015-06-27T08:20:00Z","Makarakskiy","","Russia","","RA-05765","FALSE","None","","Fatal","3","0","0","","","0","0","ROBINSON","R44 - II","HELI","NONE","","FALSE","","","UNK","NUSN","Substantial","","Union Finance Leasing Company, LLC","N/A","FALSE","","",
"WPR15LA193","ACC","91405","2015-06-20T07:15:00Z","Salinas","California","United States","","N4427F","FALSE","DirectorBrief","2018-03-14T04:00:00Z","Fatal","1","0","0","The non-instrument-rated pilot's visual flight rules flight into instrument meteorological conditions, which resulted in his spatial disorientation and loss of helicopter control. Contributing to the accident was the pilot's impairment by high-dose opioid use.","","36.658889","-121.707496","BELL","47G 5","HELI","","","FALSE","1","","AAPL","137","Substantial","IMC","GOMES FARM AIR SERVICE INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91405","3/1/2018 7:56:00 PM",
"ERA15WA250","ACC","91431","2015-06-16T19:10:00Z","Ouro Preto, Minas Gerais","","Brazil","","PT-YDY","FALSE","None","","Fatal","3","0","0","","","-20.549722","-43.491943","BELL","206B","HELI","","","FALSE","","","PERS","NUSN","Destroyed","","Lotear Empreend. Imob. Ltda e Outro","N/A","FALSE","","",
"WPR15WA188","ACC","91383","2015-06-14T04:00:00Z","Timber Creek, Australia","","Australia","","VH-KJJ","FALSE","None","","Fatal","1","0","0","","","-16.518054","129.395004","ROBINSON","R44 - UNDESIGNAT","HELI","","","FALSE","","","","","Substantial","","","N/A","FALSE","","",
"CEN15WA262","ACC","91325","2015-06-06T08:10:00Z","Baldwin","","United Kingdom","","G-RAMY","FALSE","None","","Fatal","1","0","0","","","0","0","BELL HELICOPTER CO","206B","HELI","","","FALSE","1","","","","Substantial","","","N/A","FALSE","","",
"WPR15WA172","ACC","91279","2015-05-28T04:00:00Z","Mitchell","","Australia","","VH-HRW","FALSE","None","","Fatal","1","0","0","","","-25.476943","148.120285","ROBINSON","R22 - BETA","HELI","","","FALSE","","","","","Substantial","","","N/A","FALSE","","",
"WPR15LA168","ACC","91243","2015-05-27T08:15:00Z","Wasco","California","United States","","N138HA","FALSE","DirectorBrief","2017-07-20T04:00:00Z","Fatal","1","0","0","An in-flight impact with terrain for reasons that could not be determined based on available evidence.","","35.609165","-119.436386","HILLER","UH 12E","HELI","","","FALSE","1","","AAPL","137","Substantial","VMC","SLIKKER FLYING SERVICE INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91243","5/25/2017 4:39:00 PM",
"CEN15FA210","ACC","91089","2015-04-27T21:50:00Z","Austin","Texas","United States","","N392TC","FALSE","DirectorBrief","2016-03-14T04:00:00Z","Fatal","1","0","0","The helicopter rescue specialist was not properly attached to the hoist system, which resulted in a fall during a night hoist operation.","","30.242221","-97.789443","EUROCOPTER DEUTSCHLAND GMBH","MBB BK 117 C-2","HELI","","","FALSE","2","","PUBL","PUBU","None","VMC","Star Flight","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91089","3/7/2016 12:17:00 PM",
"DCA15WA115","ACC","91104","2015-04-22T14:05:00Z","Bainskloof","","South Africa","","ZU-UHI","FALSE","None","","Fatal","2","0","0","","","-33.610832","18.108333","BELL","UH1H - NO SERIES","HELI","","","FALSE","","","","NUSC","Destroyed","","","N/A","FALSE","","",
"WPR15WA145","ACC","91023","2015-04-13T04:00:00Z","Ziyang City, China","","China","","B-7607","FALSE","None","","Fatal","1","0","0","","","30.392499","104.970275","BELL","206 - B","HELI","","","FALSE","","","","","Substantial","","","N/A","FALSE","","",
"ERA15FA178","ACC","91003","2015-04-06T13:00:00Z","Cherokee","Alabama","United States","","N555JC","FALSE","DirectorBrief","2016-06-27T04:00:00Z","Fatal","1","0","0","The pilot's spatial disorientation during a low-level river crossing in rainy, gray, reduced visibility meteorological conditions, which resulted in the helicopter's subsequent descent and impact with the water. Contributing to the accident was the pilot's decision to attempt the low-level crossing under those meteorological conditions.","","34.842777","-87.934448","HUGHES","369D","HELI","","","FALSE","","","POSI","091","Substantial","IMC","HAVERFIELD INTERNATIONAL INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91003","6/1/2016 5:53:00 PM",
"DCA15WA113","ACC","91091","2015-04-04T04:00:00Z","Jalan Sungai Lalang, Kampung Pasir baru, Semenyih","","Malaysia","","9M-IGB","FALSE","None","","Fatal","6","0","0","","","2.994166","173.316665","EUROCOPTER","AS365N3","HELI","","","FALSE","","","","NUSC","Destroyed","","","N/A","FALSE","","",
"ERA15WA180","ACC","91007","2015-03-31T22:10:00Z","Diego de Almagro","","Chile","","CC-APP","FALSE","None","","Fatal","4","0","0","","","-26.363611","-69.678054","BELL","206 - L4","HELI","","","FALSE","1","","","NUSN","Destroyed","VMC","ASESORÍAS E INVERSIONES SANTA FRANCISCA S.A.","N/A","FALSE","","",
"ERA15FA173","ACC","90956","2015-03-30T14:36:00Z","Saucier","Mississippi","United States","","N50KH","FALSE","DirectorBrief","2016-06-22T04:00:00Z","Fatal","2","1","0","A loss of engine power for reasons that could not be determined due to postaccident fire damage.","","30.667778","-89.094718","BELL HELICOPTER TEXTRON","206 L-1","HELI","","","FALSE","1","","AAPL","137","Destroyed","VMC","T and M Aviation, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90956","5/31/2016 8:33:00 PM",
"CEN15WA186","ACC","90963","2015-03-29T09:20:00Z","Modrava","","Czech Republic","","OK-RRJ","FALSE","None","","Fatal","1","0","0","","","49.024166","13.499166","ROBINSON","R44 - II","HELI","","","FALSE","","","","UNK","Substantial","Unknown","Helitom, s.r.o.","N/A","FALSE","","",
"ERA15FA164","ACC","90900","2015-03-22T14:30:00Z","Orlando","Florida","United States","","N30242","FALSE","DirectorBrief","2016-08-16T04:00:00Z","Fatal","3","0","0","An inflight loss of control due to the likely detachment of the forward left servo control tube upper rod end attachment bolt.","","28.556943","-81.389167","ROBINSON HELICOPTER COMPANY","R44 II","HELI","","","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90900","8/3/2016 1:04:00 PM",
"CEN15FA171","ACC","90866","2015-03-12T23:15:00Z","Eufaula","Oklahoma","United States","","N919EM","FALSE","DirectorBrief","2017-05-23T04:00:00Z","Fatal","1","2","0","The flight's inadvertent encounter with night instrument meteorological conditions, which resulted in the pilot turning the helicopter and subsequently descending into trees and terrain due to spatial disorientation.","","35.366664","-95.800003","EUROCOPTER","AS 350 B2","HELI","","","FALSE","1","NSCH","","135","Destroyed","Unknown","EAGLEMED LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90866","5/15/2017 11:41:00 AM",
"DCA15WA090","ACC","90873","2015-03-08T10:05:00Z","Cape Town","","South Africa","","ZS-HBV","FALSE","None","","Fatal","1","0","0","","","34.262779","435.833343","BELL","UH1H - NO SERIES","HELI","","","FALSE","","","","NUSC","Destroyed","","","N/A","FALSE","","",
"CEN15FA164","ACC","90830","2015-03-07T00:10:00Z","St Louis","Missouri","United States","","N356AM","TRUE","DirectorBrief","2016-06-22T04:00:00Z","Fatal","1","0","0","The pilot's decision to land during unfavorable wind conditions, which resulted in a loss of control due to settling with power. Contributing to the accident were the lack of an adequate approach path due to numerous obstructions and the lack of available guidance regarding the helicopter's performance capabilities in the right quartering tailwind condition.","","38.622222","-90.233612","Airbus Helicopters (Eurocopte","EC-130-B4","HELI","MO55","St Louis University Hospital H","FALSE","1","","POSI","091","Destroyed","VMC","Air Methods Corporation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90830","6/9/2016 12:32:00 PM",
"WPR15WA108","ACC","90754","2015-02-19T03:44:00Z","Queenstown, New Zealand","","New Zealand","","ZK-IPY","FALSE","None","","Fatal","2","0","0","","","-45.20222","168.574996","ROBINSON","R44 II","HELI","","","FALSE","1","","","","Substantial","","","N/A","FALSE","","",
"CEN15WA143","ACC","90725","2015-02-12T11:19:00Z","Bohušovice nad Ohrí","","Czech Republic","","N111ZP","FALSE","None","","Fatal","1","0","0","","","50.493847","14.148036","JUDR ZDENEK PRAZDNY","ROTORWAY","HELI","","","TRUE","","","","NUSN","Destroyed","","","N/A","FALSE","","",
"DCA15WA054","ACC","90672","2015-01-27T05:00:00Z","Tena","","Ecuador","","FAE-605","FALSE","None","","Fatal","3","0","0","","","0","0","HAL","DHRUV","HELI","","","FALSE","","","","ARMF","Destroyed","","","N/A","FALSE","","",
"CEN15FA126","ACC","90662","2015-01-26T13:02:00Z","Erie","Colorado","United States","","N86235","FALSE","DirectorBrief","2017-07-26T04:00:00Z","Fatal","2","0","0","An in-flight failure of the helicopter's #2 main rotor spindle due to undetected fatigue cracking, which resulted in an in-flight breakup. Contributing to failure were the nonconforming thread root radius of the spindle and the manufacturer's failure to include a bending moment within the spindle threads when performing the fatigue analysis during initial design of the spindle.","","40.015556","-105.049446","ENSTROM","280FX","HELI","EIK","Erie Municipal","FALSE","1","","INST","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90662","7/20/2017 12:31:00 PM",
"CEN15LA104","ACC","90610","2015-01-16T13:30:00Z","The Woodlands","Texas","United States","","N416JB","FALSE","DirectorBrief","2017-10-02T04:00:00Z","Fatal","1","0","0","An in-flight separation of the helicopter’s horizontal stabilizer due to undetected fatigue cracking of the stabilizer spar, which resulted in a loss of control.","","30.199722","-95.476387","BAKER BOBBY J","SAFARI","HELI","","","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90610","8/23/2017 9:43:00 PM",
"ERA15WA104","ACC","90606","2015-01-10T21:00:00Z","Santa Monica","","Brazil","","PR-HPR","FALSE","None","","Fatal","1","1","0","","","-23.171943","-53.094722","ROBINSON","R44 - II","HELI","","","FALSE","","","PERS","NUSN","Destroyed","","","N/A","FALSE","","",
"ERA15FA096","ACC","90589","2015-01-10T11:32:00Z","Catano","Puerto Rico","United States","","N348VH","FALSE","DirectorBrief","2017-01-26T05:00:00Z","Fatal","1","0","0","The student pilot’s  failure to maintain rotor rpm while maneuvering in the airport traffic pattern, which resulted in the helicopter’s uncontrolled descent to the water. Contributing to the accident was the student’s distraction with other aircraft operating in the traffic pattern.","","18.456666","-66.098335","ROBINSON HELICOPTER","R22 BETA","HELI","TJIG","Fernando Luis Ribas Dominicci","FALSE","1","","INST","091","Destroyed","VMC","VERTICAL SOLUTIONS HELICOPTER COMPANY LL","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90589","1/11/2017 12:44:00 PM",
"WPR15FA072","ACC","90554","2014-12-31T18:10:00Z","Benson","Arizona","United States","","N57AW","FALSE","DirectorBrief","2016-10-24T04:00:00Z","Fatal","2","0","0","The pilot’s continued visual flight into instrument meteorological conditions which resulted in an inflight collision with terrain. Contributing to the accident was the pilot’s inadequate preflight planning, during which he failed to identify forecasted deteriorating weather conditions along the route of flight.","","31.956111","-110.409446","BELL","206","HELI","","","FALSE","1","","POSI","091","Destroyed","IMC","N57AW LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90554","9/29/2016 8:59:00 PM",
"ERA15FA085","ACC","90540","2014-12-29T11:25:00Z","Lake Worth","Florida","United States","","N771MM","FALSE","DirectorBrief","2017-03-06T05:00:00Z","Fatal","1","1","0","A main rotor stall due to low rotor rpm, which resulted in an uncontrolled descent into terrain. Contributing to the accident was the flight instructor’s delayed remedial action.","","26.6","-80.086669","ROBINSON HELICOPTER","R22 BETA","HELI","LNA","PALM BEACH COUNTY PARK","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90540","10/7/2016 3:07:00 PM",
"ERA15WA098","ACC","90597","2014-12-27T13:40:00Z","Bertioga","","Brazil","","PT-HNC","FALSE","None","","Fatal","5","0","0","","","-23.865833","-46.161388","AEROSPATIALE","AS350B","HELI","SDIX","Iporanga-Guaruja","FALSE","","NSCH","","NUSC","Destroyed","VMC","Helimarte Taxi Aereo","N/A","FALSE","","",
